timestamp,energy,event_cost,total
2018-01-01 00:00:00,198.47610359101841,0.0,198.47610359101841
2018-01-01 00:30:00,152.279968872109,0.0,152.279968872109
2018-01-01 01:00:00,120.3370018456049,0.0,120.3370018456049
2018-01-01 01:30:00,97.68964233096227,0.0,97.68964233096227
2018-01-01 02:00:00,89.51785625859125,0.0,89.51785625859125
2018-01-01 02:30:00,87.31383995818037,9.799999977211968,97.11383993539233
2018-01-01 03:00:00,111.9342496498986,0.0,111.9342496498986
2018-01-01 03:30:00,145.32467098225365,0.0,145.32467098225365
2018-01-01 04:00:00,195.06574321637532,0.0,195.06574321637532
2018-01-01 04:30:00,261.2126811618932,0.0,261.2126811618932
2018-01-01 05:00:00,339.32488778542455,0.0,339.32488778542455
2018-01-01 05:30:00,428.5898181899654,0.0,428.5898181899654
2018-01-01 06:00:00,489.6079923866629,0.0,489.6079923866629
2018-01-01 06:30:00,603.736558290506,0.0,603.736558290506
2018-01-01 07:00:00,710.4035930259329,0.0,710.4035930259329
2018-01-01 07:30:00,844.0120824770653,0.0,844.0120824770653
2018-01-01 08:00:00,904.0986555555535,0.0,904.0986555555535
2018-01-01 08:30:00,1093.7282598424445,0.0,1093.7282598424445
2018-01-01 09:00:00,1196.332713426897,0.0,1196.332713426897
2018-01-01 09:30:00,1302.6997096789505,0.0,1302.6997096789505
2018-01-01 10:00:00,1298.8253993580274,0.0,1298.8253993580274
2018-01-01 10:30:00,1502.2286603882424,0.0,1502.2286603882424
2018-01-01 11:00:00,1567.3415265370995,0.0,1567.3415265370995
2018-01-01 11:30:00,1565.6823185787594,0.0,1565.6823185787594
2018-01-01 12:00:00,1597.5686580325012,0.0,1597.5686580325012
2018-01-01 12:30:00,1748.58298944339,0.0,1748.58298944339
2018-01-01 13:00:00,1698.7866299196419,0.0,1698.7866299196419
2018-01-01 13:30:00,1732.703856392132,0.0,1732.703856392132
2018-01-01 14:00:00,1748.8779019216067,0.0,1748.8779019216067
2018-01-01 14:30:00,1855.05350984539,0.0,1855.05350984539
2018-01-01 15:00:00,1831.6876107696926,0.0,1831.6876107696926
2018-01-01 15:30:00,1759.6361878560756,0.0,1759.6361878560756
2018-01-01 16:00:00,1596.8318014230908,0.0,1596.8318014230908
2018-01-01 16:30:00,1547.3693919399973,0.0,1547.3693919399973
2018-01-01 17:00:00,1551.89780795899,0.0,1551.89780795899
2018-01-01 17:30:00,1476.8567849736655,0.0,1476.8567849736655
2018-01-01 18:00:00,1396.8357396856559,0.0,1396.8357396856559
2018-01-01 18:30:00,1269.1693911425375,0.0,1269.1693911425375
2018-01-01 19:00:00,1098.9367957483157,0.0,1098.9367957483157
2018-01-01 19:30:00,1040.361654337533,0.0,1040.361654337533
2018-01-01 20:00:00,917.6844795419454,0.0,917.6844795419454
