timestamp,energy,event_cost,total
2018-01-01 00:00:00,1.8949176239899308,0.0,1.8949176239899308
2018-01-01 00:30:00,1.5605586271617073,0.0,1.5605586271617073
2018-01-01 01:00:00,1.170435689647991,0.0,1.170435689647991
2018-01-01 01:30:00,0.9093073537567551,0.0,0.9093073537567551
2018-01-01 02:00:00,0.8150752395733897,0.0,0.8150752395733897
2018-01-01 02:30:00,0.8712013891045107,979.9999977211967,980.8711991103012
2018-01-01 03:00:00,1.114899914545856,0.0,1.114899914545856
2018-01-01 03:30:00,1.57315101007372,0.0,1.57315101007372
2018-01-01 04:00:00,2.000462875417099,0.0,2.000462875417099
2018-01-01 04:30:00,2.5512442450675663,0.0,2.5512442450675663
2018-01-01 05:00:00,3.149240001929028,0.0,3.149240001929028
2018-01-01 05:30:00,4.288907133936726,0.0,4.288907133936726
2018-01-01 06:00:00,5.253534486653033,0.0,5.253534486653033
2018-01-01 06:30:00,6.07131092745375,0.0,6.07131092745375
2018-01-01 07:00:00,7.215273114905729,0.0,7.215273114905729
2018-01-01 07:30:00,8.530749731890989,0.0,8.530749731890989
2018-01-01 08:00:00,9.88843405451108,0.0,9.88843405451108
2018-01-01 08:30:00,10.992443656436835,0.0,10.992443656436835
2018-01-01 09:00:00,11.190038854408035,0.0,11.190038854408035
2018-01-01 09:30:00,13.215636274781172,0.0,13.215636274781172
2018-01-01 10:00:00,13.878323408272726,0.0,13.878323408272726
2018-01-01 10:30:00,13.939015860336852,0.0,13.939015860336852
2018-01-01 11:00:00,16.10079543722325,0.0,16.10079543722325
2018-01-01 11:30:00,16.668870716525692,0.0,16.668870716525692
2018-01-01 12:00:00,17.283802150731272,0.0,17.283802150731272
2018-01-01 12:30:00,17.494908814059283,0.0,17.494908814059283
2018-01-01 13:00:00,17.321701849581505,0.0,17.321701849581505
2018-01-01 13:30:00,18.338915210066197,0.0,18.338915210066197
2018-01-01 14:00:00,17.511399839883637,0.0,17.511399839883637
2018-01-01 14:30:00,18.046622958248673,0.0,18.046622958248673
2018-01-01 15:00:00,18.526734395803587,0.0,18.526734395803587
2018-01-01 15:30:00,18.07914116829556,0.0,18.07914116829556
2018-01-01 16:00:00,16.229244458025786,0.0,16.229244458025786
2018-01-01 16:30:00,15.64936785831583,0.0,15.64936785831583
2018-01-01 17:00:00,15.822161976431708,0.0,15.822161976431708
2018-01-01 17:30:00,15.335022897527914,0.0,15.335022897527914
2018-01-01 18:00:00,12.826183491999565,0.0,12.826183491999565
