timestamp,energy,event_cost,total
2018-01-01 00:00:00,297.7141553865276,0.0,99.2380517955092
2018-01-01 00:30:00,228.4199533081635,0.0,76.1399844360545
2018-01-01 01:00:00,180.50550276840735,0.0,60.16850092280245
2018-01-01 01:30:00,146.53446349644344,0.0,48.84482116548114
2018-01-01 02:00:00,134.2767843878869,0.0,44.758928129295626
2018-01-01 02:30:00,130.97075993727054,97.99999977211966,141.65691975120984
2018-01-01 03:00:00,167.9013744748479,0.0,55.9671248249493
2018-01-01 03:30:00,217.98700647338046,0.0,72.66233549112683
2018-01-01 04:00:00,292.5986148245629,0.0,97.53287160818763
2018-01-01 04:30:00,391.8190217428398,0.0,130.6063405809466
2018-01-01 05:00:00,508.98733167813674,0.0,169.66244389271225
2018-01-01 05:30:00,642.8847272849481,0.0,214.2949090949827
2018-01-01 06:00:00,734.4119885799944,0.0,244.80399619333144
2018-01-01 06:30:00,905.604837435759,0.0,301.868279145253
2018-01-01 07:00:00,1065.6053895388993,0.0,355.20179651296644
2018-01-01 07:30:00,1266.018123715598,0.0,422.00604123853265
2018-01-01 08:00:00,1356.1479833333303,0.0,452.0493277777768
2018-01-01 08:30:00,1640.5923897636667,0.0,546.8641299212222
2018-01-01 09:00:00,1794.4990701403456,0.0,598.1663567134485
2018-01-01 09:30:00,1954.0495645184258,0.0,651.3498548394753
2018-01-01 10:00:00,1948.2380990370411,0.0,649.4126996790137
2018-01-01 10:30:00,2253.3429905823637,0.0,751.1143301941212
2018-01-01 11:00:00,2351.0122898056493,0.0,783.6707632685498
2018-01-01 11:30:00,2348.523477868139,0.0,782.8411592893797
2018-01-01 12:00:00,2396.352987048752,0.0,798.7843290162506
2018-01-01 12:30:00,2622.874484165085,0.0,874.291494721695
2018-01-01 13:00:00,2548.179944879463,0.0,849.393314959821
2018-01-01 13:30:00,2599.0557845881976,0.0,866.351928196066
2018-01-01 14:00:00,2623.31685288241,0.0,874.4389509608034
2018-01-01 14:30:00,2782.580264768085,0.0,927.526754922695
2018-01-01 15:00:00,2747.5314161545393,0.0,915.8438053848464
2018-01-01 15:30:00,2639.4542817841134,0.0,879.8180939280378
2018-01-01 16:00:00,2395.2477021346363,0.0,798.4159007115454
2018-01-01 16:30:00,2321.054087909996,0.0,773.6846959699986
2018-01-01 17:00:00,2327.846711938485,0.0,775.948903979495
2018-01-01 17:30:00,2215.2851774604983,0.0,738.4283924868328
2018-01-01 18:00:00,2095.253609528484,0.0,698.417869842828
2018-01-01 18:30:00,1903.7540867138064,0.0,634.5846955712688
2018-01-01 19:00:00,1648.4051936224732,0.0,549.4683978741577
2018-01-01 19:30:00,1560.5424815062997,0.0,520.1808271687665
2018-01-01 20:00:00,1376.526719312918,0.0,458.8422397709727
2018-01-01 20:30:00,1269.8989439065722,0.0,423.2996479688574
2018-01-01 21:00:00,1045.440076656714,0.0,348.480025552238
2018-01-01 21:30:00,909.1266880878542,0.0,303.04222936261806
2018-01-01 22:00:00,723.4897753645384,0.0,241.16325845484616
2018-01-01 22:30:00,643.2602315281305,0.0,214.4200771760435
2018-01-01 23:00:00,480.30517845548945,10.999999952617792,171.10172610444752
